,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,track_name,artist_name
8924,0.67,0.75,11.0,-4.954,1.0,0.205,0.0103,0.0,0.33799999999999997,0.529,94.405,170883.0,4.0,53,Monster,Meek Mill
8925,0.507,0.934,8.0,-2.325,0.0,0.188,0.00943,0.0018,0.222,0.47100000000000003,175.954,282273.0,4.0,57,Speakerbox (feat. Lafa Taylor),Bassnectar
8926,0.69,0.565,11.0,-5.772,0.0,0.0854,0.109,0.0,0.27399999999999997,0.457,130.025,177280.0,4.0,54,Banned from TV,Lil Uzi Vert
8927,0.688,0.945,8.0,-5.506,1.0,0.21600000000000003,0.151,0.0,0.11699999999999999,0.6859999999999999,90.001,249333.0,4.0,57,Five More Nights,JT Music
8928,0.667,0.6779999999999999,7.0,-4.309,1.0,0.0321,0.267,0.000544,0.107,0.7120000000000001,89.03200000000001,219347.0,4.0,61,Destilando Amor,Aaron Y Su Grupo Ilusion
8929,0.5539999999999999,0.878,11.0,-3.02,0.0,0.0513,0.00146,0.0,0.0998,0.55,132.889,236748.0,4.0,61,Run,BTS
8930,0.589,0.45299999999999996,4.0,-10.039,0.0,0.0302,0.644,0.00037200000000000004,0.0557,0.11900000000000001,79.984,268311.0,4.0,57,Alcatraz,Oliver Riot
8931,0.568,0.527,4.0,-10.206,0.0,0.0249,0.156,0.0,0.136,0.7609999999999999,104.93,193613.0,4.0,53,24 Frames,Jason Isbell
8932,0.358,0.161,1.0,-16.848,1.0,0.0368,0.987,0.0315,0.11,0.204,83.351,158786.0,4.0,56,Lavender Blood,Fox Academy
8933,0.379,0.556,2.0,-7.82,0.0,0.31,0.191,0.0,0.475,0.19899999999999998,180.321,216000.0,3.0,53,Maybe,Alina Baraz
8934,0.857,0.561,9.0,-7.287999999999999,1.0,0.0292,0.435,0.0,0.0831,0.76,99.98899999999999,272576.0,4.0,66,Mi Verdad (feat. Shakira),Maná
8935,0.29600000000000004,0.912,5.0,-3.4330000000000003,1.0,0.0645,3.45e-05,0.00264,0.389,0.276,171.93099999999998,239293.0,4.0,59,Happy Song,Bring Me The Horizon
8936,0.45,0.92,11.0,-4.982,1.0,0.0733,0.002,0.0201,0.33399999999999996,0.0773,122.979,223773.0,4.0,66,A Head Full of Dreams,Coldplay
